input,labels
"Not worth the effort: Pros: NoneCons:1. Display is very small with poor contrast2. Eats batteries!! (Outdoor sending unit batteries need to be changed every 2-3 weeks!)3. Weak wireless transmitter (would not go through wall to receiving unit 5 feet away (claims ""100 ft range""!), but would go through window to receiving unit 7 feet away.After giving up on this one I tried aTaylor 1456 Wireless Indoor/Outdoor Thermometer Large Readoutunit bought from Amazon. Much better!!
",1
"More money, less enjoyment: Like a lot of other reviewers, I find this series more irritating as it goes along. It gets really confusing - you read pages not having a clue who you're reading about until suddenly you remember, or you read something that rings a bell, and you have to go back and reread it. A full list of characters at the back of the book would help, and also maybe a synopsis....
",1
"All the right elements..: I have watched this many times, and everytime I see something new. There are young stars to be, Isabella, a great actress, and a plot..And if you are thinking a real lesson. I enjoy it and you need to watch it before making a judgement. It really is good!
",0
"misleading advertising: No ""miniscore"" was provided with the CD as advertised, apart from 1 page of the score.This is not the entire score for which I believed I was paying. This is an example of misleading advertising.The same criticism applies to CDs I purchased by Hamel and Otte.
",1
"Very well researched and well written. Amazing author: Charles C Mann is an excellent historian and author. The book is a wealth of knowledge. It's not a novel or page-turner but you will definitely have a pretty authentic idea of life during these times!
",0
"Surprisingly bad: I recently purchased Note Found in a Bottle : My Life As a Drinker by Susan Cheever, despite the awful reviews posted here. I thought, it can't be that terrible. But it is. It truly is absolutely dreadful. It reads like a tabloid newspaper one might skim at a supermarket checkout counter. It just didn't feel real or truthful or honest to me. I'm sorry to say that I must agree, this is one book better left on the shelf.
",1
"Multicultural Video: This is a video that celebrates America's multiculturalism. There are many scenes of dancing and singing children, many in thier native costumes from their native lands, but very little in the way of America's classic patriotic songs. The advertising is a little misleading. If you are looking for a video with rousing American patriotic songs, you will be disappointed.
",1
"Good movie: Excellent, polite customer service and very speedy processing. This product received is exactly as pictured. I am pleased. Will order again from these nice people.
",0
"Horrible quality on these coloring pencils: All the color pencils are broken inside, my daughter could not color with them at all. The tip comes off right away.You can sharpen the pencil all you want, but the tip comes off intermediately.
",1
"Very funny: Appropriate for any age. This is just a fun movie. Good story line and great acting. I have this movie
",0
"Although our family didn't experience any true need ...: Although our family didn't experience any true need to use this sport first aid kit, I found it to be well equipped for most types of emergencies. My granddaughter did use a couple of bandages and she was very happy to see that I carried this kit in my car trunk. Anyone who participates in any type of sport or outdoor activities should carry this type of product.
",0
